Time(s) 	Rel. Power      React.($)  	  CR Bank Pos.
------     ----------		---------		--------
 0.000		 1.0000E+00		 0.0000			180.00
 0.250		 1.0031E+00		 0.0032			180.00
 0.500		 1.0073E+00		 0.0068			180.00
 0.750		 1.0117E+00		 0.0105			180.00
 1.000		 1.0166E+00		 0.0142			180.00
 1.250		 1.0217E+00		 0.0179			180.00
 1.500		 1.0271E+00		 0.0217			180.00
 1.750		 1.0328E+00		 0.0254			180.00
 2.000		 1.0385E+00		 0.0289			180.00
 2.250		 1.0445E+00		 0.0325			180.00
 2.500		 1.0508E+00		 0.0361			180.00
 2.750		 1.0573E+00		 0.0397			180.00
 3.000		 1.0641E+00		 0.0433			180.00
 3.250		 1.0713E+00		 0.0471			180.00
 3.500		 1.0785E+00		 0.0506			180.00
 3.750		 1.0858E+00		 0.0540			180.00
 4.000		 1.0934E+00		 0.0574			180.00
 4.250		 1.1013E+00		 0.0609			180.00
 4.500		 1.1095E+00		 0.0644			180.00
 4.750		 1.1179E+00		 0.0680			180.00
 5.000		 1.1268E+00		 0.0716			180.00
 5.250		 1.1354E+00		 0.0748			180.00
 5.500		 1.1443E+00		 0.0780			180.00
 5.750		 1.1536E+00		 0.0813			180.00
 6.000		 1.1630E+00		 0.0846			180.00
 6.250		 1.1728E+00		 0.0880			180.00
 6.500		 1.1830E+00		 0.0914			180.00
 6.750		 1.1933E+00		 0.0946			180.00
 7.000		 1.2035E+00		 0.0976			180.00
 7.250		 1.2141E+00		 0.1007			180.00
 7.500		 1.2250E+00		 0.1038			180.00
 7.750		 1.2356E+00		 0.1066			179.25
 8.000		 1.2466E+00		 0.1094			178.50
 8.250		 1.2580E+00		 0.1123			177.75
 8.500		 1.2692E+00		 0.1149			177.00
 8.750		 1.2804E+00		 0.1174			176.25
 9.000		 1.2920E+00		 0.1200			175.50
 9.250		 1.3037E+00		 0.1225			174.75
 9.500		 1.3154E+00		 0.1248			174.00
 9.750		 1.3274E+00		 0.1271			173.25
10.000		 1.3396E+00		 0.1295			172.50
10.250		 1.3515E+00		 0.1315			171.75
10.500		 1.3635E+00		 0.1335			171.00
10.750		 1.3758E+00		 0.1355			170.25
11.000		 1.3880E+00		 0.1374			169.50
11.250		 1.4002E+00		 0.1391			168.75
11.500		 1.4126E+00		 0.1408			168.00
11.750		 1.4249E+00		 0.1425			167.25
12.000		 1.4370E+00		 0.1438			166.50
12.250		 1.4492E+00		 0.1452			165.75
12.500		 1.4616E+00		 0.1466			165.00
12.750		 1.4734E+00		 0.1476			164.25
13.000		 1.4853E+00		 0.1486			163.50
13.250		 1.4974E+00		 0.1496			162.75
13.500		 1.5091E+00		 0.1504			162.00
13.750		 1.5206E+00		 0.1511			161.25
14.000		 1.5322E+00		 0.1518			160.50
14.250		 1.5435E+00		 0.1523			159.75
14.500		 1.5543E+00		 0.1525			159.00
14.750		 1.5650E+00		 0.1527			158.25
15.000		 1.5759E+00		 0.1530			157.50
15.250		 1.5858E+00		 0.1528			156.75
15.500		 1.5958E+00		 0.1527			156.00
15.750		 1.6059E+00		 0.1527			155.25
16.000		 1.6150E+00		 0.1522			154.50
16.250		 1.6237E+00		 0.1515			153.75
16.500		 1.6323E+00		 0.1509			153.00
16.750		 1.6407E+00		 0.1502			152.25
17.000		 1.6484E+00		 0.1493			151.50
17.250		 1.6559E+00		 0.1484			150.75
17.500		 1.6633E+00		 0.1475			150.00
17.750		 1.6694E+00		 0.1460			149.25
18.000		 1.6751E+00		 0.1444			148.50
18.250		 1.6807E+00		 0.1430			147.75
18.500		 1.6856E+00		 0.1413			147.00
18.750		 1.6901E+00		 0.1395			146.25
19.000		 1.6943E+00		 0.1378			145.50
19.250		 1.6978E+00		 0.1358			144.75
19.500		 1.7002E+00		 0.1335			144.00
19.750		 1.7023E+00		 0.1311			143.25
20.000		 1.7042E+00		 0.1288			142.50
20.250		 1.7053E+00		 0.1262			141.75
20.500		 1.7060E+00		 0.1237			141.00
20.750		 1.7066E+00		 0.1212			140.25
21.000		 1.7067E+00		 0.1184			139.50
21.250		 1.7064E+00		 0.1156			138.75
21.500		 1.7052E+00		 0.1125			138.00
21.750		 1.7031E+00		 0.1093			137.25
22.000		 1.7002E+00		 0.1060			136.50
22.250		 1.6972E+00		 0.1027			135.75
22.500		 1.6939E+00		 0.0994			135.00
22.750		 1.6887E+00		 0.0954			134.25
23.000		 1.6833E+00		 0.0914			133.50
23.250		 1.6777E+00		 0.0875			132.75
23.500		 1.6715E+00		 0.0835			132.00
23.750		 1.6649E+00		 0.0795			131.25
24.000		 1.6580E+00		 0.0754			130.50
24.250		 1.6503E+00		 0.0712			129.75
24.500		 1.6416E+00		 0.0665			129.00
24.750		 1.6325E+00		 0.0618			128.25
25.000		 1.6233E+00		 0.0572			127.50
25.250		 1.6136E+00		 0.0525			126.75
25.500		 1.6038E+00		 0.0479			126.00
25.750		 1.5937E+00		 0.0433			125.25
26.000		 1.5826E+00		 0.0382			124.50
26.250		 1.5709E+00		 0.0329			123.75
26.500		 1.5590E+00		 0.0277			123.00
26.750		 1.5469E+00		 0.0225			122.25
27.000		 1.5345E+00		 0.0172			121.50
27.250		 1.5219E+00		 0.0119			120.75
27.500		 1.5093E+00		 0.0067			120.00
27.750		 1.4956E+00		 0.0008			119.25
28.000		 1.4817E+00		-0.0050			118.50
28.250		 1.4676E+00		-0.0108			117.75
28.500		 1.4536E+00		-0.0165			117.00
28.750		 1.4395E+00		-0.0221			116.25
29.000		 1.4254E+00		-0.0278			115.50
29.250		 1.4110E+00		-0.0336			114.75
29.500		 1.3960E+00		-0.0397			114.00
29.750		 1.3810E+00		-0.0459			113.25
30.000		 1.3660E+00		-0.0520			112.50
30.250		 1.3510E+00		-0.0580			111.75
30.500		 1.3360E+00		-0.0640			111.00
30.750		 1.3212E+00		-0.0699			110.25
31.000		 1.3059E+00		-0.0762			109.50
31.250		 1.2903E+00		-0.0826			108.75
31.500		 1.2749E+00		-0.0890			108.00
31.750		 1.2596E+00		-0.0953			107.25
32.000		 1.2444E+00		-0.1016			106.50
32.250		 1.2293E+00		-0.1078			105.75
32.500		 1.2143E+00		-0.1140			105.00
32.750		 1.1988E+00		-0.1206			104.25
33.000		 1.1835E+00		-0.1272			103.50
33.250		 1.1683E+00		-0.1337			102.75
33.500		 1.1533E+00		-0.1401			102.00
33.750		 1.1384E+00		-0.1465			101.25
34.000		 1.1236E+00		-0.1529			100.50
34.250		 1.1089E+00		-0.1594			 99.75
34.500		 1.0940E+00		-0.1660			 99.00
34.750		 1.0793E+00		-0.1727			 98.25
35.000		 1.0648E+00		-0.1792			 97.50
35.250		 1.0505E+00		-0.1857			 96.75
35.500		 1.0362E+00		-0.1922			 96.00
35.750		 1.0222E+00		-0.1986			 95.25
36.000		 1.0083E+00		-0.2052			 94.50
36.250		 9.9434E-01		-0.2118			 93.75
36.500		 9.8061E-01		-0.2183			 93.00
36.750		 9.6704E-01		-0.2249			 92.25
37.000		 9.5368E-01		-0.2313			 91.50
37.250		 9.4051E-01		-0.2377			 90.75
37.500		 9.2750E-01		-0.2441			 90.00
37.750		 9.1458E-01		-0.2506			 89.25
38.000		 9.0179E-01		-0.2570			 88.50
38.250		 8.8922E-01		-0.2634			 87.75
38.500		 8.7683E-01		-0.2697			 87.00
38.750		 8.6464E-01		-0.2760			 86.25
39.000		 8.5261E-01		-0.2823			 85.50
39.250		 8.4078E-01		-0.2885			 84.75
39.500		 8.2906E-01		-0.2947			 84.00
39.750		 8.1754E-01		-0.3009			 83.25
40.000		 8.0621E-01		-0.3070			 82.50
40.250		 7.9504E-01		-0.3131			 81.75
40.500		 7.8408E-01		-0.3191			 81.00
40.750		 7.7330E-01		-0.3250			 80.25
41.000		 7.6267E-01		-0.3310			 79.50
41.250		 7.5225E-01		-0.3368			 78.75
41.500		 7.4198E-01		-0.3426			 78.00
41.750		 7.3191E-01		-0.3483			 77.25
42.000		 7.2198E-01		-0.3540			 76.50
42.250		 7.1224E-01		-0.3597			 75.75
42.500		 7.0266E-01		-0.3653			 75.00
42.750		 6.9330E-01		-0.3707			 74.25
43.000		 6.8410E-01		-0.3760			 73.50
43.250		 6.7505E-01		-0.3814			 72.75
43.500		 6.6618E-01		-0.3866			 72.00
43.750		 6.5745E-01		-0.3919			 71.25
44.000		 6.4887E-01		-0.3970			 70.50
44.250		 6.4047E-01		-0.4021			 69.75
44.500		 6.3227E-01		-0.4070			 69.00
44.750		 6.2422E-01		-0.4118			 68.25
45.000		 6.1633E-01		-0.4166			 67.50
45.250		 6.0857E-01		-0.4213			 66.75
45.500		 6.0094E-01		-0.4260			 66.00
45.750		 5.9345E-01		-0.4306			 65.25
46.000		 5.8615E-01		-0.4350			 64.50
46.250		 5.7903E-01		-0.4393			 63.75
46.500		 5.7203E-01		-0.4435			 63.00
46.750		 5.6517E-01		-0.4477			 62.25
47.000		 5.5861E-01		-0.4668			 61.50
47.250		 5.5180E-01		-0.4559			 60.75
47.500		 5.4464E-01		-0.4487			 60.00
47.750		 5.3981E-01		-0.4608			 60.00
48.000		 5.3567E-01		-0.4599			 60.00
48.250		 5.3109E-01		-0.4599			 60.00
48.500		 5.2661E-01		-0.4599			 60.00
48.750		 5.2223E-01		-0.4599			 60.00
49.000		 5.1794E-01		-0.4599			 60.00
49.250		 5.1375E-01		-0.4599			 60.00
49.500		 5.0964E-01		-0.4599			 60.00
49.750		 5.0565E-01		-0.4598			 60.00
50.000		 5.0170E-01		-0.4598			 60.00
50.250		 4.9783E-01		-0.4598			 60.00
50.500		 4.9402E-01		-0.4598			 60.00
50.750		 4.9029E-01		-0.4598			 60.00
51.000		 4.8662E-01		-0.4599			 60.00
51.250		 4.8302E-01		-0.4599			 60.00
51.500		 4.7948E-01		-0.4599			 60.00
51.750		 4.7600E-01		-0.4599			 60.00
52.000		 4.7257E-01		-0.4599			 60.00
52.250		 4.6921E-01		-0.4599			 60.00
52.500		 4.6589E-01		-0.4599			 60.00
52.750		 4.6263E-01		-0.4599			 60.00
53.000		 4.5946E-01		-0.4598			 60.00
53.250		 4.5630E-01		-0.4598			 60.00
53.500		 4.5319E-01		-0.4598			 60.00
53.750		 4.5012E-01		-0.4598			 60.00
54.000		 4.4710E-01		-0.4598			 60.00
54.250		 4.4413E-01		-0.4598			 60.00
54.500		 4.4119E-01		-0.4598			 60.00
54.750		 4.3830E-01		-0.4598			 60.00
55.000		 4.3545E-01		-0.4598			 60.00
55.250		 4.3263E-01		-0.4598			 60.00
55.500		 4.2986E-01		-0.4598			 60.00
55.750		 4.2712E-01		-0.4598			 60.00
56.000		 4.2442E-01		-0.4598			 60.00
56.250		 4.2175E-01		-0.4598			 60.00
56.500		 4.1912E-01		-0.4598			 60.00
56.750		 4.1652E-01		-0.4598			 60.00
57.000		 4.1398E-01		-0.4598			 60.00
57.250		 4.1145E-01		-0.4598			 60.00
57.500		 4.0895E-01		-0.4598			 60.00
57.750		 4.0648E-01		-0.4598			 60.00
58.000		 4.0403E-01		-0.4598			 60.00
58.250		 4.0162E-01		-0.4598			 60.00
58.500		 3.9923E-01		-0.4598			 60.00
58.750		 3.9687E-01		-0.4598			 60.00
